075;UNILEVER;ASEO PERSONAL;DESODORANTE;84162967;7702006400282;DOVE;DESODORANTE;MEN+CARE;AEROSOL;2x89g;Super Oferta;28300;1;28300;;X;28300
081;UNILEVER;ASEO PERSONAL;DESODORANTE;183825;7702006915298;DOVE;DESODORANTE;ORIGINAL;AEROSOL;2x100g;Super Oferta;28300;1;28300;;X;28300
066;UNILEVER;ASEO PERSONAL;DESODORANTE;557831;78930841;REXONA;DESODORANTE;  HOMBRE V8;ROLLON ;30ml;;2500;3;7500;;;2500
039;UNILEVER;ASEO PERSONAL;DESODORANTE;84154502;7702006000765;REXONA;DESODORANTE;BAMBOO;SACHETS;18x15g;Pague 15 Lleve 18;8399,56;1;8399,56;;X;10079,47
073;UNILEVER;ASEO PERSONAL;DESODORANTE;915300;7702006919869;REXONA;DESODORANTE;BAMBOO;AEROSOL;2x105g;Super Oferta;25350;1;25350;;X;25350
070;UNILEVER;ASEO PERSONAL;DESODORANTE;577853;79400052919;REXONA;DESODORANTE;CLINICAL MEN;CREMA;48g;;18700;1;18700;;;18700
069;UNILEVER;ASEO PERSONAL;DESODORANTE;577855;79400052926;REXONA;DESODORANTE;CLINICAL WOMEN;CREMA;48g;;18700;1;18700;;;18700
074;UNILEVER;ASEO PERSONAL;DESODORANTE;579305;7791293990637;REXONA;DESODORANTE;MEN V8;AEROSOL;2x90g;Super Oferta;14990;1;14990;;X;14990
067;UNILEVER;ASEO PERSONAL;DESODORANTE;578100;78924222;REXONA;DESODORANTE;MUJER BAMBOO;ROLLON ;30ml;;2500;3;7500;;;2500
053;UNILEVER;ASEO PERSONAL;JABON;924023;7702191018729;DOVE;JABON;BABY;BARRA;3x75g;;5628,32;1;5628,32;;;7035,4
051;UNILEVER;ASEO PERSONAL;JABON;924039;7861001342314;DOVE;JABON;BLANCO;BARRA;3x90g;;6299,96;1;6299,96;;;7874,95
050;UNILEVER;ASEO PERSONAL;JABON;924041;7861001342284;DOVE;JABON;EXFOLIACION;BARRA;3x90g;;6299,96;1;6299,96;;;7874,95
049;UNILEVER;ASEO PERSONAL;JABON;924042;7702191655320;DOVE;JABON;HIDRATACION FRESCA;BARRA;3x90g;;6299,96;1;6299,96;;;7874,95
048;UNILEVER;ASEO PERSONAL;JABON;84154932;7702191000397;LUX;JABON;MIXTO;BARRA;7x125g;;9675,56;1;9675,56;;;12094,45
047;UNILEVER;ASEO PERSONAL;JABON;563421;7702191659991;REXONA;JABON;MIXTO;BARRA;7x125g;;10003,84;1;10003,84;;;12504,8
032;UNILEVER;ASEO PERSONAL;SHAMPOO;566096;7501056342944;CLEAR;SHAMPOO;DUAL EFFECT;BOTELLA;200ml;;9757,92;1;9757,92;;;11300
038;UNILEVER;ASEO PERSONAL;SHAMPOO;571088;7891150017351;DOVE;SHAMPOO;OLEO NUTRICION;BOTELLA;200ml;;9675,56;1;9675,56;;;23800
030;UNILEVER;ASEO PERSONAL;SHAMPOO;587161;7891150008953;DOVE;SHAMPOO;RECONSTRUCCION  COMP;BOTELLA;200ml;;9675,56;1;9675,56;;;23800
044;UNILEVER;ASEO PERSONAL;SHAMPOO;565994;;DOVE;SHAMPOO;RECONSTRUCCION  COMP;SACHETS;20x12ml;;#N/D;1;#N/D;;;#N/D
